#,Name,Primary Type,Secondary Type,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Variant,Generation,Evolution Stage,Category,Pre-evolution,Egg Group 1,Egg Group 2,Height (m),Weight (kg),Gender,Catch Rate,Catch Rate (%),Hatch Time,Egg Obtainable,Smash/Pass
660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,,6,2,Digging,Bunnelby,Field,,1.0,42.4,Both,127,26%,15 cycles,Yes,Pass
661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,,6,1,Tiny Robin,,Flying,,0.3,1.7,Both,255,43.9%,15 cycles,Yes,Pass
662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,,6,2,Ember,Fletchling,Flying,,0.7,16.0,Both,120,24.9%,15 cycles,Yes,Pass
663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,,6,3,Scorching,Fletchinder,Flying,,1.2,24.5,Both,45,11.9%,15 cycles,Yes,Pass
664,Scatterbug,Bug,,200,38,35,40,27,25,35,,6,1,Scatterdust,,Bug,,0.3,2.5,Both,255,43.9%,15 cycles,Yes,Pass
665,Spewpa,Bug,,213,45,22,60,27,30,29,,6,2,Scatterdust,Scatterbug,Bug,,0.3,8.4,Both,120,24.9%,15 cycles,Yes,Pass
666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,,6,3,Scale,Spewpa,Bug,,1.2,17.0,Both,45,11.9%,15 cycles,Yes,Pass
667,Litleo,Fire,Normal,369,62,50,58,73,54,72,,6,1,Lion Cub,,Field,,0.6,13.5,Both,220,39.3%,20 cycles,Yes,Pass
668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,Mega Pyroar,6,2,Royal,Litleo,Field,,1.5,81.5,Both,65,15.7%,20 cycles,Yes,Pass
669,Flabébé,Fairy,,303,44,38,39,61,79,42,Red Flower; Yellow Flower; Orange Flower; Blue Flower; White Flower,6,1,Single Bloom,,Fairy,,0.1,0.1,Female,225,39.9%,20 cycles,Yes,Pass
670,Floette,Fairy,,371,54,45,47,75,98,52,Eternal Flower; Mega Floette,6,2,Single Bloom,Flabébé,Fairy,No Eggs Discovered,0.2,0.9,Female,120,24.9%,20 cycles,Yes,Pass
671,Florges,Fairy,,552,78,65,68,112,154,75,Red Flower; Yellow Flower; Orange Flower; Blue Flower; White Flower,6,3,Garden,Floette,Fairy,,1.1,10.0,Female,45,11.9%,20 cycles,Yes,Smash
672,Skiddo,Grass,,350,66,65,48,62,57,52,,6,1,Mount,,Field,,0.9,31.0,Both,200,36.6%,20 cycles,Yes,Pass
673,Gogoat,Grass,,531,123,100,62,97,81,68,,6,2,Mount,Skiddo,Field,,1.7,91.0,Both,45,11.9%,20 cycles,Yes,Pass
674,Pancham,Fighting,,348,67,82,62,46,48,43,,6,1,Playful,,Field,Human-Like,0.6,8.0,Both,220,39.3%,25 cycles,Yes,Pass
675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,,6,2,Daunting,Pancham,Field,Human-Like,2.1,136.0,Both,65,15.7%,25 cycles,Yes,Pass
676,Furfrou,Normal,,472,75,80,60,65,90,102,,6,1,Poodle,,Field,,1.2,28.0,Both,160,30.9%,20 cycles,Yes,Pass
677,Espurr,Psychic,,355,62,48,54,63,60,68,,6,1,Restraint,,Field,,0.3,3.5,Both,190,35.2%,20 cycles,Yes,Pass
678,Meowstic,Psychic,,466,74,48,76,83,81,104,Mega Meowstic,6,2,Constraint,Espurr,Field,,0.6,8.5,Both,75,17.5%,20 cycles,Yes,Pass
679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,,6,1,Sword,,Mineral,,0.8,2.0,Both,180,33.8%,20 cycles,Yes,Pass
680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,,6,2,Sword,Honedge,Mineral,,0.8,4.5,Both,90,20.1%,20 cycles,Yes,Pass
681,Aegislash,Steel,Ghost,500,60,140,50,140,50,60,Shield Forme; Blade Forme,6,3,Royal Sword,Doublade,Mineral,,1.7,53.0,Both,45,11.9%,20 cycles,Yes,Pass
682,Spritzee,Fairy,,341,78,52,60,63,65,23,,6,1,Perfume,,Fairy,,0.2,0.5,Both,200,36.6%,20 cycles,Yes,Smash
683,Aromatisse,Fairy,,462,101,72,72,99,89,29,,6,2,Fragrance,Spritzee,Fairy,,0.8,15.5,Both,140,28%,20 cycles,Yes,Smash
684,Swirlix,Fairy,,341,62,48,66,59,57,49,,6,1,Cotton Candy,,Fairy,,0.4,3.5,Both,200,36.6%,20 cycles,Yes,Pass
685,Slurpuff,Fairy,,480,82,80,86,85,75,72,,6,2,Meringue,Swirlix,Fairy,,0.8,5.0,Both,140,28%,20 cycles,Yes,Pass
686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,,6,1,Revolving,,Water 1,Water 2,0.4,3.5,Both,190,35.2%,20 cycles,Yes,Pass
687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,Mega Malamar,6,2,Overturning,Inkay,Water 1,Water 2,1.5,47.0,Both,80,18.4%,20 cycles,Yes,Smash
688,Binacle,Rock,Water,306,42,52,67,39,56,50,,6,1,Two-Handed,,Water 3,,0.5,31.0,Both,120,24.9%,20 cycles,Yes,Pass
689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,Mega Barbaracle,6,2,Collective,Binacle,Water 3,,1.3,96.0,Both,45,11.9%,20 cycles,Yes,Pass
690,Skrelp,Poison,Water,320,50,60,60,60,60,30,,6,1,Mock Kelp,,Water 1,Dragon,0.5,7.3,Both,225,39.9%,20 cycles,Yes,Pass
691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,Mega Dragalge,6,2,Mock Kelp,Skrelp,Water 1,Dragon,1.8,81.5,Both,55,13.9%,20 cycles,Yes,Smash
692,Clauncher,Water,,330,50,53,62,58,63,44,,6,1,Water Gun,,Water 1,Water 3,0.5,8.3,Both,225,39.9%,15 cycles,Yes,Pass
693,Clawitzer,Water,,500,71,73,88,120,89,59,,6,2,Howitzer,Clauncher,Water 1,Water 3,1.3,35.3,Both,55,13.9%,15 cycles,Yes,Pass
694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,,6,1,Generator,,Monster,Dragon,0.5,6.0,Both,190,35.2%,20 cycles,Yes,Pass
695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,,6,2,Generator,Helioptile,Monster,Dragon,1.0,21.0,Both,75,17.5%,20 cycles,Yes,Pass
696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,,6,1,Royal Heir,,Monster,Dragon,0.8,26.0,Both,45,11.9%,30 cycles,Yes,Pass
697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,,6,2,Despot,Tyrunt,Monster,Dragon,2.5,270.0,Both,45,11.9%,30 cycles,Yes,Pass
698,Amaura,Rock,Ice,362,77,59,50,67,63,46,,6,1,Tundra,,Monster,,1.3,25.2,Both,45,11.9%,30 cycles,Yes,Pass
699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,,6,2,Tundra,Amaura,Monster,,2.7,225.0,Both,45,11.9%,30 cycles,Yes,Pass
700,Sylveon,Fairy,,525,95,65,65,110,130,60,,6,2,Intertwining,Eevee,Field,,1.0,23.5,Both,45,11.9%,35 cycles,Yes,Pass
701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,Mega Hawlucha,6,1,Wrestling,,Flying,Human-Like,0.8,21.5,Both,100,21.7%,20 cycles,Yes,Pass
702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,,6,1,Antenna,,Field,Fairy,0.2,2.2,Both,180,33.8%,20 cycles,Yes,Pass
703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,,6,1,Jewel,,Fairy,Mineral,0.3,5.7,Neither,60,14.8%,25 cycles,Yes,Pass
704,Goomy,Dragon,,300,45,50,35,55,75,40,,6,1,Soft Tissue,,Dragon,,0.3,2.8,Both,45,11.9%,40 cycles,Yes,Smash
705,Sliggoo,Dragon,Steel,452,68,75,53,83,113,60,Hisuian Sliggoo,6,2,Soft Tissue,Goomy,Dragon,,0.8,17.5,Both,45,11.9%,40 cycles,Yes,Smash
706,Goodra,Dragon,Steel,600,90,100,70,110,150,80,Hisuian Goodra,6,3,Dragon,Sliggoo,Dragon,,2.0,150.5,Both,45,11.9%,40 cycles,Yes,Pass
707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,,6,1,Key Ring,,Mineral,,0.2,3.0,Both,75,17.5%,20 cycles,Yes,Pass
708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,,6,1,Stump,,Grass,Amorphous,0.4,7.0,Both,120,24.9%,20 cycles,Yes,Pass
709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,,6,2,Elder Tree,Phantump,Grass,Amorphous,1.5,71.0,Both,60,14.8%,20 cycles,Yes,Pass
710,Pumpkaboo,Ghost,Grass,335,49,66,70,44,55,51,Medium Variety; Small Variety; Large Variety; Jumbo Variety,6,1,Pumpkin,,Amorphous,,0.4,5.0,Both,120,24.9%,20 cycles,Yes,Pass
711,Gourgeist,Ghost,Grass,494,65,90,122,58,75,84,Medium Variety; Small Variety; Large Variety; Jumbo Variety,6,2,Pumpkin,Pumpkaboo,Amorphous,,0.9,12.5,Both,60,14.8%,20 cycles,Yes,Smash
712,Bergmite,Ice,,304,55,69,85,32,35,28,,6,1,Ice Chunk,,Monster,Mineral,1.0,99.5,Both,190,35.2%,20 cycles,Yes,Pass
713,Avalugg,Ice,Rock,514,95,117,184,44,46,28,Hisuian Avalugg,6,2,Iceberg,Bergmite,Monster,Mineral,2.0,505.0,Both,55,13.9%,20 cycles,Yes,Pass
714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,,6,1,Sound Wave,,Flying,Dragon,0.5,8.0,Both,190,35.2%,20 cycles,Yes,Pass
715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,,6,2,Sound Wave,Noibat,Flying,Dragon,1.5,85.0,Both,45,11.9%,20 cycles,Yes,Pass
716,Xerneas,Fairy,,680,126,131,95,131,98,99,Active Mode; Neutral Mode,6,1,Life,,No Eggs Discovered,,3.0,215.0,Neither,45,11.9%,120 cycles,No,Pass
717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,,6,1,Destruction,,No Eggs Discovered,,5.8,203.0,Neither,45,11.9%,120 cycles,No,Pass
718,Zygarde,Dragon,Ground,600,108,100,121,81,95,95,10% Forme; 50% Forme; Complete Forme; Mega Zygarde,6,1,Order,,No Eggs Discovered,,5.0,305.0,Neither,3,1.6%,120 cycles,No,Pass
719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,Mega Diancie,6,1,Jewel,,No Eggs Discovered,,0.7,8.8,Neither,3,1.6%,25 cycles,No,Pass
720,Hoopa,Psychic,Ghost,600,80,110,60,150,130,70,Hoopa Confined; Hoopa Unbound,6,1,Mischief,,No Eggs Discovered,,0.5,9.0,Neither,3,1.6%,120 cycles,No,Pass
721,Volcanion,Fire,Water,600,80,110,120,130,90,70,,6,1,Steam,,No Eggs Discovered,,1.7,195.0,Neither,3,1.6%,120 cycles,No,Pass
722,Rowlet,Grass,Flying,320,68,55,55,50,50,42,,7,1,Grass Quill,,Flying,,0.3,1.5,Both,45,11.9%,15 cycles,Yes,Pass
723,Dartrix,Grass,Flying,420,78,75,75,70,70,52,,7,2,Blade Quill,Rowlet,Flying,,0.7,16.0,Both,45,11.9%,15 cycles,Yes,Pass
724,Decidueye,Grass,Ghost,530,78,107,75,100,100,70,Hisuian Decidueye,7,3,Arrow Quill,Dartrix,Flying,,1.6,36.6,Both,45,11.9%,15 cycles,Yes,Smash
725,Litten,Fire,,320,45,65,40,60,40,70,,7,1,Fire Cat,,Field,,0.4,4.3,Both,45,11.9%,15 cycles,Yes,Pass
726,Torracat,Fire,,420,65,85,50,80,50,90,,7,2,Fire Cat,Litten,Field,,0.7,25.0,Both,45,11.9%,15 cycles,Yes,Pass
727,Incineroar,Fire,Dark,530,95,115,90,80,90,60,,7,3,Heel,Torracat,Field,,1.8,83.0,Both,45,11.9%,15 cycles,Yes,Pass
728,Popplio,Water,,320,50,54,54,66,56,40,,7,1,Sea Lion,,Water 1,Field,0.4,7.5,Both,45,11.9%,15 cycles,Yes,Pass
729,Brionne,Water,,420,60,69,69,91,81,50,,7,2,Pop Star,Popplio,Water 1,Field,0.6,17.5,Both,45,11.9%,15 cycles,Yes,Pass
730,Primarina,Water,Fairy,530,80,74,74,126,116,60,,7,3,Soloist,Brionne,Water 1,Field,1.8,44.0,Both,45,11.9%,15 cycles,Yes,Smash
731,Pikipek,Normal,Flying,265,35,75,30,30,30,65,,7,1,Woodpecker,,Flying,,0.3,1.2,Both,255,43.9%,15 cycles,Yes,Pass
732,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,,7,2,Bugle Beak,Pikipek,Flying,,0.6,14.8,Both,120,24.9%,15 cycles,Yes,Pass
733,Toucannon,Normal,Flying,485,80,120,75,75,75,60,,7,3,Cannon,Trumbeak,Flying,,1.1,26.0,Both,45,11.9%,15 cycles,Yes,Pass
734,Yungoos,Normal,,253,48,70,30,30,30,45,,7,1,Loitering,,Field,,0.4,6.0,Both,255,43.9%,15 cycles,Yes,Pass
735,Gumshoos,Normal,,418,88,110,60,55,60,45,,7,2,Stakeout,Yungoos,Field,,0.7,14.2,Both,127,26%,15 cycles,Yes,Pass
736,Grubbin,Bug,,300,47,62,45,55,45,46,,7,1,Larva,,Bug,,0.4,4.4,Both,255,43.9%,15 cycles,Yes,Pass
737,Charjabug,Bug,Electric,400,57,82,95,55,75,36,,7,2,Battery,Grubbin,Bug,,0.5,10.5,Both,120,24.9%,15 cycles,Yes,Smash
738,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,,7,3,Stag Beetle,Charjabug,Bug,,1.5,45.0,Both,45,11.9%,15 cycles,Yes,Pass
739,Crabrawler,Fighting,,338,47,82,57,42,47,63,,7,1,Boxing,,Water 3,,0.6,7.0,Both,225,39.9%,20 cycles,Yes,Pass
740,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,Mega Crabominable,7,2,Woolly Crab,Crabrawler,Water 3,,1.7,180.0,Both,60,14.8%,20 cycles,Yes,Pass
741,Oricorio,Fire,Flying,476,75,70,70,98,70,93,Baile Style; Pom-Pom Style; Pa'u Style; Sensu Style,7,1,Dancing,,Flying,,0.6,3.4,Both,45,11.9%,20 cycles,Yes,Smash
742,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,,7,1,Bee Fly,,Bug,Fairy,0.1,0.2,Both,190,35.2%,20 cycles,Yes,Pass
743,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,,7,2,Bee Fly,Cutiefly,Bug,Fairy,0.2,0.5,Both,75,17.5%,20 cycles,Yes,Pass
744,Rockruff,Rock,,280,45,65,40,30,40,60,,7,1,Puppy,,Field,,0.5,9.2,Both,190,35.2%,15 cycles,Yes,Pass
745,Lycanroc,Rock,,487,75,115,65,55,65,112,Midday Form; Midnight Form; Dusk Form,7,2,Wolf,Rockruff,Field,,0.8,25.0,Both,90,20.1%,15 cycles,Yes,Pass
746,Wishiwashi,Water,,175,45,20,20,25,25,40,Solo Form; School Form,7,1,Small Fry,,Water 2,,0.2,0.3,Both,60,14.8%,15 cycles,Yes,Pass
747,Mareanie,Poison,Water,305,50,53,62,43,52,45,,7,1,Brutal Star,,Water 1,,0.4,8.0,Both,190,35.2%,20 cycles,Yes,Pass
748,Toxapex,Poison,Water,495,50,63,152,53,142,35,,7,2,Brutal Star,Mareanie,Water 1,,0.7,14.5,Both,75,17.5%,20 cycles,Yes,Pass
749,Mudbray,Ground,,385,70,100,70,45,55,45,,7,1,Donkey,,Field,,1.0,110.0,Both,190,35.2%,20 cycles,Yes,Pass
750,Mudsdale,Ground,,500,100,125,100,55,85,35,,7,2,Draft Horse,Mudbray,Field,,2.5,920.0,Both,60,14.8%,20 cycles,Yes,Pass
751,Dewpider,Water,Bug,269,38,40,52,40,72,27,,7,1,Water Bubble,,Water 1,Bug,0.3,4.0,Both,200,36.6%,15 cycles,Yes,Pass
752,Araquanid,Water,Bug,454,68,70,92,50,132,42,,7,2,Water Bubble,Dewpider,Water 1,Bug,1.8,82.0,Both,100,21.7%,15 cycles,Yes,Pass
753,Fomantis,Grass,,250,40,55,35,50,35,35,,7,1,Sickle Grass,,Grass,,0.3,1.5,Both,190,35.2%,20 cycles,Yes,Pass
754,Lurantis,Grass,,480,70,105,90,80,90,45,,7,2,Bloom Sickle,Fomantis,Grass,,0.9,18.5,Both,75,17.5%,20 cycles,Yes,Smash
755,Morelull,Grass,Fairy,285,40,35,55,65,75,15,,7,1,Illuminating,,Grass,,0.2,1.5,Both,190,35.2%,20 cycles,Yes,Pass
756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,,7,2,Illuminating,Morelull,Grass,,1.0,11.5,Both,75,17.5%,20 cycles,Yes,Pass
757,Salandit,Poison,Fire,320,48,44,40,71,40,77,,7,1,Toxic Lizard,,Monster,Dragon,0.6,4.8,Both,120,24.9%,20 cycles,Yes,Pass
758,Salazzle,Poison,Fire,480,68,64,60,111,60,117,,7,2,Toxic Lizard,Salandit,Monster,Dragon,1.2,22.2,Female,45,11.9%,20 cycles,Yes,Smash
759,Stufful,Normal,Fighting,340,70,75,50,45,50,50,,7,1,Flailing,,Field,,0.5,6.8,Both,140,28%,15 cycles,Yes,Pass
760,Bewear,Normal,Fighting,500,120,125,80,55,60,60,,7,2,Strong Arm,Stufful,Field,,2.1,135.0,Both,70,16.6%,15 cycles,Yes,Pass
761,Bounsweet,Grass,,210,42,30,38,30,38,32,,7,1,Fruit,,Grass,,0.3,3.2,Female,235,41.3%,20 cycles,Yes,Pass
762,Steenee,Grass,,290,52,40,48,40,48,62,,7,2,Fruit,Bounsweet,Grass,,0.7,8.2,Female,120,24.9%,20 cycles,Yes,Pass
763,Tsareena,Grass,,510,72,120,98,50,98,72,,7,3,Fruit,Steenee,Grass,,1.2,21.4,Female,45,11.9%,20 cycles,Yes,Smash
764,Comfey,Fairy,Grass,485,51,52,90,82,110,100,,7,1,Posy Picker,,Grass,,0.1,0.3,Both,60,14.8%,20 cycles,Yes,Pass
765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,,7,1,Sage,,Field,,1.5,76.0,Both,45,11.9%,20 cycles,Yes,Pass
766,Passimian,Fighting,,490,100,120,90,40,60,80,,7,1,Teamwork,,Field,,2.0,82.8,Both,45,11.9%,20 cycles,Yes,Pass
767,Wimpod,Bug,Water,230,25,35,40,20,30,80,,7,1,Turn Tail,,Bug,Water 3,0.5,12.0,Both,90,20.1%,20 cycles,Yes,Pass
768,Golisopod,Bug,Water,530,75,125,140,60,90,40,Mega Golisopod,7,2,Hard Scale,Wimpod,Bug,Water 3,2.0,108.0,Both,45,11.9%,20 cycles,Yes,Pass
769,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,,7,1,Sand Heap,,Amorphous,,0.5,70.0,Both,140,28%,15 cycles,Yes,Pass
770,Palossand,Ghost,Ground,480,85,75,110,100,75,35,,7,2,Sand Castle,Sandygast,Amorphous,,1.3,250.0,Both,60,14.8%,15 cycles,Yes,Smash
771,Pyukumuku,Water,,410,55,60,130,30,130,5,,7,1,Sea Cucumber,,Water 1,,0.3,1.2,Both,60,14.8%,15 cycles,Yes,Pass
772,Type: Null,Normal,,534,95,95,95,95,95,59,,7,1,Synthetic,,No Eggs Discovered,,1.9,120.5,Neither,3,1.6%,120 cycles,No,Pass
773,Silvally,Normal,,570,95,95,95,95,95,95,,7,2,Synthetic,Type: Null,No Eggs Discovered,,2.3,100.5,Neither,3,1.6%,120 cycles,No,Pass
774,Minior,Rock,Flying,440,60,60,100,60,100,60,Meteor Form; Core,7,1,Meteor,,Mineral,,0.3,40.0,Neither,30,8.8%,25 cycles,Yes,Pass
775,Komala,Normal,,480,65,115,65,75,95,65,,7,1,Drowsing,,Field,,0.4,19.9,Both,45,11.9%,20 cycles,Yes,Pass
776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,,7,1,Blast Turtle,,Monster,Dragon,2.0,212.0,Both,70,16.6%,20 cycles,Yes,Smash
777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,,7,1,Roly-Poly,,Field,Fairy,0.3,3.3,Both,180,33.8%,10 cycles,Yes,Pass
778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,Disguised Form; Busted Form,7,1,Disguise,,Amorphous,,0.2,0.7,Both,45,11.9%,20 cycles,Yes,Pass
779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,,7,1,Gnash Teeth,,Water 2,,0.9,19.0,Both,80,18.4%,15 cycles,Yes,Smash
780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,Mega Drampa,7,1,Placid,,Monster,Dragon,3.0,185.0,Both,70,16.6%,20 cycles,Yes,Pass
781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,,7,1,Sea Creeper,,Mineral,,3.9,210.0,Neither,25,7.7%,25 cycles,Yes,Pass
782,Jangmo-o,Dragon,,300,45,55,65,45,45,45,,7,1,Scaly,,Dragon,,0.6,29.7,Both,45,11.9%,40 cycles,Yes,Pass
783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,,7,2,Scaly,Jangmo-o,Dragon,,1.2,47.0,Both,45,11.9%,40 cycles,Yes,Pass
784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,,7,3,Scaly,Hakamo-o,Dragon,,1.6,78.2,Both,45,11.9%,40 cycles,Yes,Pass
785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,,7,1,Land Spirit,,No Eggs Discovered,,1.8,20.5,Neither,3,1.6%,15 cycles,No,Pass
786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,,7,1,Land Spirit,,No Eggs Discovered,,1.2,18.6,Neither,3,1.6%,15 cycles,No,Smash
787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,,7,1,Land Spirit,,No Eggs Discovered,,1.9,45.5,Neither,3,1.6%,15 cycles,No,Pass
788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,,7,1,Land Spirit,,No Eggs Discovered,,1.3,21.2,Neither,3,1.6%,15 cycles,No,Smash
789,Cosmog,Psychic,,200,43,29,31,29,31,37,,7,1,Nebula,,No Eggs Discovered,,0.2,0.1,Neither,3,1.6%,120 cycles,No,Pass
790,Cosmoem,Psychic,,400,43,29,131,29,131,37,,7,2,Protostar,Cosmog,No Eggs Discovered,,0.1,999.9,Neither,3,1.6%,120 cycles,No,Pass
791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,,7,3,Sunne,Cosmoem,No Eggs Discovered,,3.4,230.0,Neither,3,1.6%,120 cycles,No,Pass
792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,,7,3,Moone,Cosmoem,No Eggs Discovered,,4.0,120.0,Neither,3,1.6%,120 cycles,No,Smash
793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,,7,1,Parasite,,No Eggs Discovered,,1.2,55.5,Neither,45,11.9%,120 cycles,No,Smash
794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,,7,1,Swollen,,No Eggs Discovered,,2.4,333.6,Neither,45,11.9%,120 cycles,No,Pass
795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,,7,1,Lissome,,No Eggs Discovered,,1.8,25.0,Neither,45,11.9%,120 cycles,No,Smash
796,Xurkitree,Electric,,570,83,89,71,173,71,83,,7,1,Glowing,,No Eggs Discovered,,3.8,100.0,Neither,45,11.9%,120 cycles,No,Pass
797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,,7,1,Launch,,No Eggs Discovered,,9.2,999.9,Neither,45,11.9%,120 cycles,No,Pass
798,Kartana,Grass,Steel,570,59,181,131,59,31,109,,7,1,Drawn Sword,,No Eggs Discovered,,0.3,0.1,Neither,45,11.9%,120 cycles,No,Pass
799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,,7,1,Junkivore,,No Eggs Discovered,,5.5,888.0,Neither,45,11.9%,120 cycles,No,Pass
800,Necrozma,Psychic,Steel,600,97,107,101,127,89,79,Dusk Mane Necrozma; Dawn Wings Necrozma; Ultra Necrozma,7,1,Prism,,No Eggs Discovered,,2.4,230.0,Neither,3,1.6%,120 cycles,No,Pass
801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,Original Color; Mega Magearna,7,1,Artificial,,No Eggs Discovered,,1.0,80.5,Neither,3,1.6%,120 cycles,No,Pass
802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,,7,1,Gloomdweller,,No Eggs Discovered,,0.7,22.2,Neither,3,1.6%,120 cycles,No,Pass
803,Poipole,Poison,,420,67,73,67,73,67,73,,7,1,Poison Pin,,No Eggs Discovered,,0.6,1.8,Neither,45,11.9%,120 cycles,No,Pass
804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,,7,2,Poison Pin,Poipole,No Eggs Discovered,,3.6,150.0,Neither,45,11.9%,120 cycles,No,Pass
805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,,7,1,Rampart,,No Eggs Discovered,,5.5,820.0,Neither,30,8.8%,120 cycles,No,Pass
806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,,7,1,Fireworks,,No Eggs Discovered,,1.8,13.0,Neither,30,8.8%,120 cycles,No,Smash
807,Zeraora,Electric,,600,88,112,75,102,80,143,Mega Zeraora,7,1,Thunderclap,,No Eggs Discovered,,1.5,44.5,Neither,3,1.6%,120 cycles,No,Pass
808,Meltan,Steel,,300,46,65,65,55,35,34,,7,1,Hex Nut,,No Eggs Discovered,,0.2,8.0,Neither,3,1.6%,120 cycles,No,Pass
809,Melmetal,Steel,,600,135,143,143,80,65,34,,7,2,Hex Nut,Meltan,No Eggs Discovered,,2.5,800.0,Neither,3,1.6%,120 cycles,No,Pass
810,Grookey,Grass,,310,50,65,50,40,40,65,,8,1,Chimp,,Field,Grass,0.3,5.0,Both,45,11.9%,20 cycles,Yes,Pass
811,Thwackey,Grass,,420,70,85,70,55,60,80,,8,2,Beat,Grookey,Field,Grass,0.7,14.0,Both,45,11.9%,20 cycles,Yes,Pass
812,Rillaboom,Grass,,530,100,125,90,60,70,85,,8,3,Drummer,Thwackey,Field,Grass,2.1,90.0,Both,45,11.9%,20 cycles,Yes,Pass
813,Scorbunny,Fire,,310,50,71,40,40,40,69,,8,1,Rabbit,,Field,Human-Like,0.3,4.5,Both,45,11.9%,20 cycles,Yes,Pass
814,Raboot,Fire,,420,65,86,60,55,60,94,,8,2,Rabbit,Scorbunny,Field,Human-Like,0.6,9.0,Both,45,11.9%,20 cycles,Yes,Pass
815,Cinderace,Fire,,530,80,116,75,65,75,119,,8,3,Striker,Raboot,Field,Human-Like,1.4,33.0,Both,45,11.9%,20 cycles,Yes,Smash
816,Sobble,Water,,310,50,40,40,70,40,70,,8,1,Water Lizard,,Water 1,Field,0.3,4.0,Both,45,11.9%,20 cycles,Yes,Pass
817,Drizzile,Water,,420,65,60,55,95,55,90,,8,2,Water Lizard,Sobble,Water 1,Field,0.7,11.5,Both,45,11.9%,20 cycles,Yes,Pass
818,Inteleon,Water,,530,70,85,65,125,65,120,Gigantamax Inteleon,8,3,Secret Agent,Drizzile,Water 1,Field,1.9,45.2,Both,45,11.9%,20 cycles,Yes,Pass
819,Skwovet,Normal,,275,70,55,55,35,35,25,,8,1,Cheeky,,Field,,0.3,2.5,Both,255,43.9%,20 cycles,Yes,Pass
820,Greedent,Normal,,460,120,95,95,55,75,20,,8,2,Greedy,Skwovet,Field,,0.6,6.0,Both,90,20.1%,20 cycles,Yes,Pass
821,Rookidee,Flying,,245,38,47,35,33,35,57,,8,1,Tiny Bird,,Flying,,0.2,1.8,Both,255,43.9%,15 cycles,Yes,Pass
